genes	logFC	logCPM	LR	PValue	FDR
KDM7A	-0.0445107914264277	4.35951806113789	0.0273299719532929	0.868693856453709	0.941058445596825
TTF2	0.0158218840032843	5.28697594780469	0.0272559398893577	0.86887020754348	0.941191921962578
HSPA2	0.0186273706342745	5.09942624507762	0.0272265780288308	0.868940218288896	0.941210197305095
IGFBP7	-0.0099987307177607	7.11297905179495	0.0270685550258918	0.869317677799436	0.941561469405223
RHCG	-0.0351936703609707	4.16552764804512	0.0269063329347432	0.869706346380339	0.941922016419807
GULP1	0.0127166198334406	5.819827361119	0.026885261112227	0.869756920649612	0.941922016419807
PAF1	-0.0116944820588194	6.0688219364381	0.026796987578166	0.869969006600765	0.942094096656441
ZMAT1	0.0244124793159087	4.56550868923974	0.0267484789938521	0.870085706029612	0.942108894688624
PRMT1	-0.0118307515588565	5.89722510919618	0.0267470885945045	0.870089052581104	0.942108894688624
FOCAD	-0.0178607680849127	4.99751616550029	0.0267135176310376	0.870169881643242	0.942138819222758
CFAP100	-0.0256102342015643	4.70527976228693	0.026677753743229	0.870256048013222	0.942153722809934
ATP10B	-0.0188996736107121	4.87822099351855	0.0266636549576447	0.87029003268368	0.942153722809934
CCDC140	-0.0346337864559708	4.16536757548066	0.0266378194860977	0.87035233220702	0.942163580738953
FRZB	-0.0334166660715887	4.16598475625625	0.0264995021673258	0.870686398654115	0.942340823490278
CCDC129	-0.0334157473617602	4.16606102543136	0.0264989210735962	0.870687804007511	0.942340823490278
GOLGA8G	-0.0334128922935706	4.16553903660208	0.0264972261258549	0.870691903265425	0.942340823490278
RBM24	0.0293591507477326	4.26875528081692	0.0264808375129633	0.870731546328686	0.942340823490278
C8G	0.0261484772946928	4.1343515898262	0.0264599528885014	0.870782083224107	0.942340823490278
DISP3	0.0301756193035081	4.34466782055301	0.0264271154809421	0.870861585042246	0.942369281174747
LARGE1	0.0176475222422362	5.00939114868678	0.0263808475947371	0.870973689144481	0.942407779790144
POTEM	-0.0403894614184849	4.20597322655751	0.026368519244528	0.871003576962774	0.942407779790144
NAA16	0.0151706428565966	5.39675212725777	0.0263429538802029	0.871065578350562	0.942417294224248
ADGRV1	-0.0086337229921726	6.87608862287284	0.0262664483053641	0.871251305155008	0.942533038525084
FSCN2	-0.00536307933889922	4.13128153721872	0.0262550547176659	0.871278988243632	0.942533038525084
RRP36	0.0141500854087497	5.60508690192323	0.0262006317469741	0.871411305283375	0.942618605055523
ANAPC1	0.0182281616942562	4.98159631742061	0.0261759140859681	0.871471447206276	0.942626093002599
TMSB15B	0.0166780927290351	5.11422300824165	0.0259574677837122	0.872004232798508	0.943144783300389
TLR5	0.0311636203780522	4.30703038799285	0.0258538633532908	0.872257725752912	0.943295849736887
OSTM1	0.0159321553150391	5.29939998199391	0.0258395203391046	0.872292860390461	0.943295849736887
TNXB	-0.00527460464258941	4.13507982158431	0.0258252753482253	0.87232776481251	0.943295849736887
FAM3B	0.0362876049403555	4.29030355480609	0.0258133739936852	0.872356934207894	0.943295849736887
TUBA1A	-0.0155579486209566	13.2762712921067	0.0257544794503701	0.872501382282936	0.943394449850154
SMNDC1	0.0184104667532027	4.94585334147406	0.025591715586927	0.872901469460805	0.9437302744663
NEFM	0.0354624106733438	4.94875191981678	0.0255808896986309	0.872928126618959	0.9437302744663
ZNF267	-0.022890165120915	4.70517030623381	0.0255631515661321	0.87297181666982	0.9437302744663
POTEG	-0.0395861218326934	4.20096911578176	0.0255012485670818	0.873124409269062	0.94383762813388
GRM1	-0.0337845116206202	4.17061627531876	0.0254591485785625	0.873228295435873	0.943892320808018
ZBTB25	0.00862422388700392	6.65613455207546	0.0254154851804174	0.873336132571925	0.943951277238905
TMEM88	-0.032970036635606	4.17048892368296	0.0253041922355806	0.873611427305426	0.94412012457844
PANK3	-0.0134039879605506	5.47630190134669	0.0252926959280444	0.873639899965844	0.94412012457844
STK4	-0.00979597661184398	6.43598804058488	0.0252877059035654	0.873652260718193	0.94412012457844
PTCHD4	0.0175583797244151	5.02359164296749	0.0252054162829722	0.873856280339141	0.944282986844418
OTOG	0.0329329087370022	4.25775385079556	0.0251091638394882	0.87409535154195	0.944480670677919
SNX11	0.0148938771105678	5.21412989018072	0.0250888491041792	0.874145869152164	0.944480670677919
KLHL2	0.0262374139017246	4.49883832976624	0.0250096156975133	0.87434310322829	0.944636150078046
UPB1	0.0201100719499822	4.89316111361787	0.0249859461980577	0.874402085327309	0.944642252840335
ADH1B	-0.0274144884960986	4.51416787297502	0.0249180604868116	0.874571408957866	0.944767552784931
SLC22A11	-0.0291420433688845	4.39574129764631	0.0247737428134087	0.874932159880381	0.945082259128856
FABP5	0.0159463173447165	9.8590814111081	0.0247588497688866	0.87496944925446	0.945082259128856
ZC3HAV1L	-0.0347996339897226	4.36785264776551	0.0247343591939284	0.875030794031864	0.945090885047404
DNAJC12	-0.0237178406274399	4.76901775728907	0.0246615059830901	0.875213463302434	0.945230540366629
FAM9B	0.0216118782724008	4.65635770824944	0.0246056510354151	0.875353699109861	0.94532435330979
ACSF2	-0.0165742427763641	5.06775453974743	0.0245174287938426	0.875575532576197	0.945474192300384
HNRNPLL	0.0182425335593138	4.99942735148626	0.0245080226692949	0.875599208237534	0.945474192300384
SVEP1	-0.0278321099958133	4.43900118258185	0.0244186936721462	0.875824285964438	0.945641360425865
AC010487.3	-0.0339763122191525	4.28557658950508	0.0243911347916423	0.875893809772586	0.945641360425865
POTEH	-0.0376394627545865	4.2055443110885	0.024383058616678	0.875914191460408	0.945641360425865
GCNT7	-0.0325656461475746	4.17598156314158	0.0243254436202847	0.876059693752145	0.945675132269815
BCL9	-0.0203912997838491	4.76217422019357	0.0243193792047691	0.876075019234669	0.945675132269815
ADCY2	-0.0183379677038804	5.1349763065566	0.024307062222249	0.87610615170618	0.945675132269815
ITGB8	-0.00829092681489306	8.70495232387718	0.0242861451887393	0.876159040229656	0.945675132269815
MGAT4D	-0.0126698574473208	4.13585028430886	0.0242646484902878	0.876213418743778	0.945676197232941
DENND1C	0.0108458163915708	4.12825962473401	0.0242299655576943	0.876301205482295	0.945713316567293
PALM2-AKAP2	0.0189092734162182	5.47463169230664	0.0241715284902853	0.876449262517367	0.945815471742375
AL024498.2	0.0241025543352759	4.13423789762658	0.0241256108845107	0.876565728702184	0.94588352545224
DCBLD1	0.0188789649637653	4.8098710446251	0.0240223473964534	0.876828063300698	0.946108964799388
TRIT1	-0.0185719490888909	5.00077944502655	0.0239869010384837	0.876918245686645	0.946148633504012
CCT6B	0.0196980194659195	4.78238740387977	0.0239608623846266	0.876984536533809	0.946162521233284
GABRR3	-0.0376840672865092	4.20502083802607	0.0239123816251947	0.877108060245881	0.946207076765403
ECT2L	-0.0233448791651524	4.55113036556368	0.0239027256072859	0.877132678038118	0.946207076765403
WDR1	-0.0149641510856679	5.81344072251772	0.0238665464378869	0.877224961290684	0.94624899600369
MPP3	0.052136205626487	4.19177770085762	0.0236598116158575	0.877753665009677	0.946761641474417
KDM2B	0.0146750727727969	5.30440279056512	0.0236282356332822	0.877834625296358	0.946769213697528
AL109827.1	-0.0317059603345639	4.1734271970391	0.02361538404827	0.877867592398064	0.946769213697528
TCTE3	-0.0321779467594422	4.17980092506844	0.023503694731204	0.87815448722962	0.946965534529157
HIRA	-0.0276771325060084	4.43134258000835	0.0235028906689081	0.878156555140097	0.946965534529157
C1orf174	0.00835652719874177	6.47934604638927	0.0234698032588767	0.878241681710136	0.946999675298303
TBC1D1	0.0185574232195732	4.91966158787065	0.0234436443383288	0.878309026292169	0.947014638929013
ST6GAL2	-0.0190535365110807	4.94102031988683	0.0232956128137971	0.878690851217425	0.947312824996679
UBA5	0.0159785832456054	5.07529884059997	0.0232949562323483	0.878692547531077	0.947312824996679
TPCN1	-0.0217585145867171	4.73863402262015	0.023268136598972	0.878761858422654	0.947329886572248
TET3	-0.0203896925509062	4.63368930659214	0.0232443059203433	0.878823479159989	0.947338656374033
LYNX1	-0.0337974407912043	4.18413766192397	0.0232056217058414	0.878923576636063	0.947388899061462
DNAJB7	0.0266451626831438	4.49599457649837	0.0231716054364028	0.879011666115437	0.947426193040627
ENTPD3	-0.0361309277571548	4.20983377373774	0.0231130962998805	0.879163337904036	0.947532009307307
BAK1	-0.0234365980277092	4.49465886642792	0.0229959239493382	0.87946767254687	0.947757749620454
GMDS	0.0328950081462522	4.28901435389336	0.0229385394909514	0.879617007971708	0.947757749620454
FBXO42	-0.0145339865689445	5.40227205557021	0.0229240277341205	0.879654803151529	0.947757749620454
QTRT1	0.011950128199641	5.53156417386423	0.0228427784744554	0.879866639400959	0.947757749620454
GPR65	-0.0239306985715218	4.53357418248017	0.0228352926702087	0.879886176056504	0.947757749620454
MOGAT1	-0.031452825010149	4.17182131156857	0.0228150806654241	0.879938942263123	0.947757749620454
SOX7	0.0231379887977479	4.5849902406778	0.0228090162821672	0.879954778828229	0.947757749620454
LY75-CD302	0.027013536452629	4.1390068644311	0.0228053522796188	0.879964348068963	0.947757749620454
SLC16A14	0.0270124369136131	4.13888001831133	0.0228049420146874	0.879965419602942	0.947757749620454
BOD1L2	0.0270115536712644	4.13931582057073	0.0228045958781706	0.879966323653366	0.947757749620454
TMPRSS12	0.023898046620509	4.50911570340493	0.0227918181337259	0.879999701887293	0.947757749620454
HSFX3	-0.0317578310389537	4.1847825721808	0.0227445819062382	0.880123176288799	0.947757749620454
SYNJ2BP	0.00824119023589766	6.54660582789212	0.0227389811055332	0.880137825344472	0.947757749620454
PSG5	0.027980790926029	4.36626537912887	0.022729418335814	0.880162841309535	0.947757749620454
CEACAM8	-0.0217257439266306	4.76729309711152	0.0227069474451014	0.880221645784994	0.947757749620454
FXYD7	0.045101916926801	4.20426172031582	0.0226944089230017	0.880254471002626	0.947757749620454
RAB33A	0.0318180388860232	4.18089929782432	0.0226837246796094	0.880282449130877	0.947757749620454
CDH15	0.0236527364271045	4.50808133244396	0.0226524569453659	0.880364366636346	0.94778833344657
BRI3	0.00951387355580128	6.5874450247767	0.0225319879747872	0.880680521844259	0.948071075360452
HAVCR1	-0.0242665912938694	4.47763530036831	0.0224976847867424	0.880770704111521	0.948089323535173
SP2	-0.021235370184429	4.64579604968988	0.0224848254704852	0.880804529063419	0.948089323535173
SLC6A12	0.0162097311102671	4.18725451047022	0.0224456854354571	0.88090754332854	0.948142586742531
CSF2	0.0253377381191686	4.13876993025049	0.0224116647430037	0.880997158411618	0.948147235026202
TAL1	-0.0254806330711959	4.43515347541602	0.0224034055648303	0.881018924687287	0.948147235026202
DOCK3	-0.0277010979569658	4.42334231422259	0.0223654693397179	0.881118954719355	0.948197273588262
DRD5	0.0952642002594157	4.1211517291996	0.0222673420212018	0.881378099337319	0.948418523418141
MDGA2	0.0292069373953568	4.24944875887193	0.0221903897821107	0.88158173127888	0.94856721758032
OR8J3	-0.0310153469869875	4.18498279193088	0.02217466267237	0.881623392943046	0.94856721758032
TRPV6	-0.00347829529410535	4.12500519366161	0.0221212813474665	0.881764914676815	0.948618249593618
NGLY1	-0.0127073424789494	5.45559625070705	0.0221163718166508	0.881777939324149	0.948618249593618
CASP6	0.0135474161985407	5.56723973369837	0.0220839011962539	0.881864118873806	0.948642731583277
GATM	0.0167261345561352	5.02602935485471	0.0220674467624349	0.881907814941861	0.948642731583277
ZNF582	0.0275244175861204	4.35110113879845	0.0219974791213531	0.882093805811129	0.948785175716689
EXOSC10	-0.00804585846145336	6.58174913001188	0.0219624092957815	0.882187143604547	0.948827950420436
MYORG	0.0146833807161593	5.26835599915704	0.0219019339748456	0.882348276801518	0.948943632200406
FFAR4	-0.01990601510215	4.76245451438624	0.0218650682356269	0.882446615103956	0.948991769685566
SYT2	-0.0312654970916203	4.27975522541381	0.0218235202464143	0.882557544765698	0.949000781318387
PDZRN3	0.0162869831317726	5.13114280816178	0.0218217947985409	0.882562153899981	0.949000781318387
AL590560.1	-0.0370995214331044	4.29050066673619	0.0217365754975845	0.882790029665516	0.949145581095666
ATP2B3	-0.0311616095489791	4.194413885117	0.0217313595755115	0.882803991811766	0.949145581095666
ARSF	-0.0325331169905295	4.21497227736306	0.0217098963051114	0.882861463401916	0.949149756587238
HPS5	0.0137111578063899	5.3710543489494	0.0216004542036785	0.883154965782435	0.949407668969318
ATRNL1	-0.031774849357412	4.19975252387407	0.0214882485873602	0.883456669058774	0.949581068504007
MFF	-0.0111443378328307	5.8358569148631	0.0214866324590162	0.883461020444981	0.949581068504007
CASD1	-0.0242190713147031	4.57586072859002	0.0214806602788826	0.883477101844938	0.949581068504007
MICAL2	-0.016071862438305	4.95160354484224	0.0213483144006545	0.883834059807499	0.949889526056686
UPK1A	-0.0308640330458072	4.20131450914807	0.0213064446849387	0.883947224305321	0.949889526056686
MCHR2	-0.03086080927223	4.19942329102221	0.0213041807367347	0.883953346486899	0.949889526056686
HSPA13	0.014544507254639	5.37773048350843	0.0212820810663175	0.884013125999657	0.949889526056686
MRPS12	0.015633130350201	5.17083505372806	0.0212750191749365	0.884032235067661	0.949889526056686
SYN3	-0.0311772298036453	4.19045655815642	0.0212078338259971	0.884214196951299	0.950027410154772
BHLHE40	0.0167150460212484	5.13557700284943	0.021172507869494	0.884309990313735	0.950051504203157
NCKIPSD	0.0187749096118204	4.76931480349033	0.0211513594230155	0.884367377591031	0.950051504203157
IAH1	0.00669796301713494	7.06368051693026	0.0211222798306494	0.884446334253728	0.950051504203157
MED20	0.0161855717305118	4.96559096172608	0.0211026655145474	0.884499622224489	0.950051504203157
BID	0.0145143489738283	5.53660283156895	0.0211007542105222	0.884504816187334	0.950051504203157
UBE4A	0.0105031955098694	6.02444897429439	0.0209731535880451	0.884852115417883	0.950366907299833
HMGXB3	0.0163231960194599	5.08986536006149	0.0207864496443335	0.885362229699363	0.95085713148406
PCYT1B	-0.0141545927584696	5.28121877839533	0.0207276191022743	0.885523451230481	0.950972616758278
C6orf58	0.0288019474505286	4.13935820472713	0.0206790120948597	0.885656832057612	0.951051490945145
L3MBTL3	-0.0243952461345934	4.4429033182423	0.0206551321610959	0.885722418779793	0.951051490945145
SFT2D3	-0.0214231532571868	4.59697803742782	0.020630972917786	0.885788812021118	0.951051490945145
TRPM1	-0.0303100520545447	4.21081541290757	0.0206226556508398	0.885811678304091	0.951051490945145
CRLS1	-0.0128163005937555	5.63227339844251	0.0205500795862577	0.886011408402954	0.951208271647055
AC098850.3	-0.0284166273700543	4.41281279164904	0.02051812217303	0.886099469673777	0.951245154667673
AKIRIN2	-0.0189748210508496	4.68092829407229	0.0204622107902424	0.8862537065692	0.951353069742647
KCTD13	-0.0198833546395456	4.67385757296857	0.0203430143442347	0.886583240834469	0.951649134092487
ENPP6	-0.0253294861993458	4.3878282395816	0.0202903370222884	0.886729188049464	0.951692971332811
SEC22A	-0.0114077856728433	5.54108766748993	0.0202894872799106	0.88673154391968	0.951692971332811
WDR38	-0.0400573054705404	4.36594449098307	0.0200818522240525	0.887308718712924	0.95223587943764
DMGDH	0.02249780672134	4.49240312707	0.020068866008387	0.887344918141274	0.95223587943764
PCBP3	-0.0371362857284	4.27729826338284	0.0199382708361782	0.887709621965064	0.952569539818564
DMTN	0.0328707870358505	4.19121175538058	0.0199139125648458	0.887777780240322	0.952584966596995
NID1	-0.0256605423603574	4.36527619272223	0.0198745154530684	0.887888109610242	0.95264563832182
ARSJ	-0.0219880369040493	4.53757934850553	0.019849399833106	0.887958502694754	0.95266345628018
CACNA1G	-0.0256718074794019	4.37403552042327	0.0198207156381045	0.888038953222676	0.952692061749245
CYP2C9	-0.0293649884130513	4.22913189238311	0.0197389374399108	0.888268642892983	0.95288075845924
ECPAS	0.0110273742635993	5.79174989627297	0.0196782975507404	0.888439275034954	0.953006082813657
KCNA7	-0.0192570322109122	4.72472287480368	0.0196527212726778	0.888511323465101	0.953025650167375
TGFB1I1	0.0153247519619088	5.39545286353624	0.0196156367957201	0.888615875476365	0.953080076688712
CYB561D1	-0.0157936110608012	4.91516955042592	0.0195062716683765	0.888924795979089	0.953328762175268
KHDRBS2	0.0123248750852682	4.13420251620143	0.0194954582585183	0.888955388216279	0.953328762175268
TEX45	-0.0272367060965932	4.32295784151303	0.0194475011123245	0.889091168222629	0.95336603386528
GAPT	0.0295428459548376	4.20508970702936	0.0194451620458835	0.889097795132492	0.95336603386528
SNX18	0.0173244768829479	4.81145428378547	0.0193748073665461	0.889297310252245	0.953464141950494
BCAT2	0.0173955671411664	4.88461751335442	0.0193559126599894	0.889350955630065	0.953464141950494
NANOGNB	-0.0287658878151574	4.24265444672348	0.0193540757741744	0.88935617229352	0.953464141950494
SAMD13	-0.0263065691832275	4.32835095035718	0.0193370221780356	0.889404615701562	0.953464141950494
FANCG	0.025756015137589	4.63823675018274	0.0192762720978408	0.889577362991454	0.953548393361998
TUBA8	0.0459487714688272	4.15957831716869	0.0192377259539853	0.889687115675616	0.953548393361998
HAUS5	0.0128690931889251	5.30554290991842	0.0192370637590784	0.889689002126165	0.953548393361998
HACD4	0.0198050573578547	4.6360169334501	0.0192337117603074	0.889698551755894	0.953548393361998
OTUD6A	-0.0220118483650287	4.59743952728394	0.0191403001182948	0.889965017501196	0.953613720089646
LRRTM4	0.0148656369282334	4.17079608038013	0.0190984349214887	0.890084657056538	0.953613720089646
CBLL1	0.0194129757837854	4.70249257220682	0.0190730718585996	0.890157202930327	0.953613720089646
MAEL	0.0254001660141304	4.36857868077519	0.0190549546470038	0.890209053624055	0.953613720089646
FBXL20	0.00792800178878584	6.60310821439418	0.0190510398074366	0.890220261029347	0.953613720089646
INPP1	-0.0236887525896947	4.48103643377447	0.0190492437035346	0.890225403309468	0.953613720089646
CYSRT1	-0.0279342821636964	4.26567361008763	0.0190483630741483	0.890227924658647	0.953613720089646
CCDC71	-0.0272514073470181	4.28848796524219	0.0190059211980724	0.890349511404321	0.953613720089646
ACTN1	-0.0139869832861746	5.84822899154311	0.0190026492265361	0.890358890632149	0.953613720089646
MOB1B	0.0124207759054179	5.44594053358963	0.0189912330696416	0.89039162191503	0.953613720089646
C1orf167	-0.0210279573634559	4.64459154714558	0.0189700221861813	0.890452462301674	0.953613720089646
SPAG5	0.0226456852998854	4.78307849465232	0.018967639497248	0.890459298869119	0.953613720089646
ATP6AP1L	0.0125281419593958	5.36889665000919	0.0189675959139777	0.890459423925173	0.953613720089646
C17orf100	-0.0234821815535393	4.47460545109794	0.0189056212676064	0.890637399800166	0.953746652071375
AC004754.1	-0.0241439409418096	4.41800163767819	0.0188193816388207	0.890885554010612	0.953923267295963
TMTC1	-0.020912313093096	4.60793329145818	0.0188106442253115	0.890910728175346	0.953923267295963
RDH8	0.0279246695851729	4.19541344084267	0.0187859522945928	0.890981902584843	0.953923267295963
LIN28B	-0.0282433501527408	4.23277497189814	0.0187735194520542	0.891017758251153	0.953923267295963
ZDHHC17	-0.013117032187067	5.17643781997115	0.0187217413058534	0.891167213950336	0.953963939174448
TRIM6	0.0194311641901703	4.62206923306564	0.0187102849384928	0.891200310765241	0.953963939174448
TXNRD2	-0.0137457987295071	5.312860033617	0.0186880496978574	0.891264576623625	0.953963939174448
MARCH10	-0.0283801533115069	4.26648876898974	0.0186822782337117	0.891281264081437	0.953963939174448
AC099811.2	0.00785867028258545	4.13428604834578	0.0186644132109848	0.891332935182608	0.953963939174448
SEMA4D	0.0209101683920426	4.53457248335648	0.0186485261501161	0.891378906579557	0.953963939174448
USP25	0.0228879325903818	4.57896232591423	0.0186061353663263	0.891501667856425	0.954001252430474
CLEC17A	0.0248265546582544	4.36728139954752	0.0185992932396175	0.891521495609147	0.954001252430474
PTPRO	0.021814519235154	4.55758696687447	0.0185291967482044	0.891724842118651	0.954053388870725
ZNF740	0.0184140293693466	4.73149151730825	0.0185269812866977	0.891731275445802	0.954053388870725
ARHGEF7	0.0131361352692439	5.21446242356646	0.0185098816902496	0.891780942981521	0.954053388870725
FSD2	0.0115928214995555	5.52477114880268	0.0185082523714755	0.891785676724465	0.954053388870725
DHX58	0.0718643974165828	4.14727402888026	0.0184724187392078	0.891889839712182	0.954107195807342
CPN2	0.0272962012605491	4.20096506602127	0.0184511968417667	0.891951577100307	0.954115613818132
DNAH10OS	-0.0253542389690462	4.45128845658429	0.0183412174408772	0.892272102961159	0.954260005478844
NLRC5	0.0228311183905249	4.56649707762635	0.0183411584145574	0.892272275250854	0.954260005478844
IRAK4	0.00993467628819916	5.73874259332122	0.01832312385352	0.892324928876966	0.954260005478844
VCAM1	0.0188986374900102	5.00279607603019	0.0183230089263589	0.892325264502399	0.954260005478844
TMEM222	0.0171746110890445	4.96337627982745	0.0183125051740376	0.892355943470308	0.954260005478844
SULF1	0.0235556807366315	4.22985505859728	0.0181650987585726	0.892787431437514	0.954648146631352
ZNF517	0.0158248540480096	4.86912008877822	0.0181517130641282	0.892826702176397	0.954648146631352
TMED7-TICAM2	0.0262685285311978	4.27298015558968	0.0180679009774281	0.893072924603369	0.954853775236923
NCOA5	-0.0161658937874956	4.85829508299573	0.0180110792567802	0.893240185811054	0.954930537582767
CUL9	-0.0120754421267909	5.54579267578839	0.0179973464926775	0.893280650052089	0.954930537582767
GNPTG	-0.00714837825985614	6.65627303028349	0.0179885887862383	0.89330646325705	0.954930537582767
ZNF660	0.0142477576995279	5.03198620779822	0.0179463863012757	0.893430944208418	0.954964442861084
FCGR1B	0.00552112036465034	4.13431923571972	0.0179307539609681	0.893477091355235	0.954964442861084
CEACAM6	0.0250046821493504	4.14485718779949	0.0179051144577613	0.893552824309957	0.954964442861084
ITGB5	0.00883066630820171	7.06759838342779	0.0179047688591822	0.893553845502301	0.954964442861084
LGALS12	0.0192574899813105	4.13939977680831	0.0178192528467775	0.893806841680913	0.95517719197854
MYO1F	-0.0157437894169062	4.94418164964447	0.0177775942757989	0.893930310945616	0.955251503316365
GALNT3	0.0208173495929401	4.13958135238421	0.017743315774382	0.894032017341864	0.955302551348884
EFNA3	0.0347579867785203	4.25590528430009	0.0176987970406799	0.89416425649907	0.955331572511979
CHIC1	0.0251025201070319	4.24985422059796	0.0176978568430286	0.894167051101151	0.955331572511979
ERBB2	-0.00963451797136602	5.86356324969718	0.0176660598461353	0.894261607613383	0.95537496797444
ZMYND11	-0.012567883926519	5.24590240280008	0.0176137515583719	0.894417348306933	0.955483719735368
FBXL13	0.0241973510294413	4.34382215551859	0.0175298084536166	0.894667769952553	0.955693597575515
SKAP1	0.0188551189771546	4.17990147018393	0.0174053938103782	0.895040052422308	0.956033615275836
TIGD3	-0.0274499322027104	4.22890835199571	0.017371000053771	0.895143206561442	0.956086140904315
AP001931.1	0.0118077551475354	5.52863968382203	0.0172736918659098	0.895435618453121	0.956340790764694
OR5A1	-0.0152231896195119	4.95647850058878	0.0172474796850679	0.895514529426278	0.95636740097668
EGLN1	-0.0142493435061962	5.03840251704147	0.0171717651539325	0.895742808906939	0.956401106928985
TMED6	0.0254679447201341	4.14404202598474	0.0171658765870859	0.89576058438461	0.956401106928985
TRAPPC8	-0.014716755741025	5.08371309423537	0.0171556919332829	0.895791335534416	0.956401106928985
RBM14-RBM4	0.00822137308971774	6.28901597176949	0.0171431887017661	0.895829100006395	0.956401106928985
GSDME	-0.01584076620058	4.88500335654301	0.0171366402369699	0.895848884427835	0.956401106928985
EPHA3	0.00979048147824493	5.89856629439186	0.0171227954008373	0.895890725530305	0.956401106928985
FBXO22	0.00758703907809913	6.41884154230328	0.0171117653814008	0.895924072163828	0.956401106928985
C9orf64	0.0167004911423691	4.74635487232606	0.0170931925526361	0.895980247392386	0.956403431676848
TAF1A	0.0161499155456045	4.80075834019891	0.0169000071218761	0.896566405019262	0.956971445444207
FAM209B	0.0155465919684576	4.13837165777616	0.0168386808677496	0.896753191077339	0.957021298356261
COL15A1	0.0216824666881916	4.2310049972934	0.0168347983665171	0.896765027940296	0.957021298356261
DDX54	-0.0110917374715902	5.52791840275228	0.0168314595748029	0.896775208266648	0.957021298356261
SLC26A4	-0.0188628534044633	4.66400418683196	0.0167268837284951	0.897094592282697	0.957236940161062
SIRT7	0.00933336066181577	6.1993176409834	0.0167250187582226	0.897100297268555	0.957236940161062
RBMS2	0.00940225916102734	5.88958112800579	0.016712236010676	0.897139408687535	0.957236940161062
CIART	-0.0164287566092082	4.83201421114753	0.0166503269254576	0.897329047681289	0.957343951442536
SCN4B	0.0254127345129285	4.41973233455356	0.0166442105463602	0.897347802724084	0.957343951442536
UBXN2A	0.00711397908324837	6.57078686737741	0.0165864440163546	0.897525108992468	0.957475440009311
ARL6	0.021932136253511	4.52964582502807	0.0165309946190746	0.897695598633767	0.957599641231106
SLC16A5	-0.0265528131639614	4.21479083107186	0.0164618779433567	0.897908518373189	0.957769086264734
CFLAR	-0.00587084306553566	7.44616413199247	0.0163813021345618	0.898157313324863	0.957976775479343
AMIGO1	0.0251289455124376	4.29637212005994	0.0162672955462426	0.898510397814143	0.958225919999188
LACTB	0.00986152047391267	5.88778749291115	0.0162649219385003	0.898517762344212	0.958225919999188
SLC25A43	-0.0223928997710649	4.28628437176708	0.0162535022595875	0.898553201516854	0.958225919999188
FAM180A	0.0268985900288999	4.21533208115636	0.0162169703080792	0.89866665772485	0.958289213824356
ZNF417	0.0159726531403023	4.82516607616178	0.0161508098408376	0.898872461393261	0.958450968406324
BEGAIN	-0.0259452639124393	4.19123117810464	0.0160580071632239	0.899161863448736	0.95867544710326
KCNH1	0.0229011862499829	4.41045042787449	0.0160486028868831	0.899191237732975	0.95867544710326
BLOC1S4	-0.0179183408718112	4.61744827678038	0.0159654511446092	0.899451343851724	0.95885965629492
CLN5	0.00684289073556646	6.47300630492942	0.0159587647452213	0.899472289371054	0.95885965629492
LENG1	-0.0204183282857539	4.18056830571104	0.0158373670648757	0.899853352462416	0.95920814749725
ATXN2L	0.011228998949094	5.69831314870683	0.0157701650303466	0.900064935425621	0.959375948502052
SLC20A1	-0.0161060576045755	4.79176469044892	0.0157227087804017	0.900214625554779	0.959477761934424
IPO11	0.0169861792611753	4.7659893648104	0.0155859306090633	0.900647350084097	0.959881212148116
NQO2	-0.00694773412948305	6.48140559656578	0.0155322253374379	0.900817784229458	0.960005089908072
NUDT18	0.0250768804897849	4.28621647872812	0.0154548292225059	0.901063928675908	0.960209632675993
CPM	0.0111627236827721	5.43715119388732	0.0154324133852697	0.901135335044541	0.960227954175726
EXOC3L2	-0.02447370909329	4.33514757058336	0.0153278865486755	0.901469006045403	0.960525719489634
STX2	0.00886442375296209	5.96567312023569	0.015272629047729	0.901645866078307	0.960639151034134
TMEM138	0.00801759473883413	6.08194673050495	0.0152607476683784	0.901683936649869	0.960639151034134
BRMS1	0.0110000106129989	5.57732475790243	0.0152384910113028	0.901755292422853	0.960657388391289
IZUMO2	0.0149679744329336	4.81940333100181	0.0151585068103373	0.902012162783626	0.960873243954025
TM4SF19	-0.0162608463166692	4.75918157465849	0.0151353909104159	0.902086527890355	0.960894670555327
IFRD2	-0.0154206445266695	4.79689640627188	0.0151159133020542	0.902149233178875	0.960903675390236
SIK3	-0.016555220692096	4.71296962958365	0.0150295206515239	0.902427857192158	0.961142646216927
MECR	0.00961985235477355	5.70765835499828	0.01495937409004	0.90265468459389	0.961326424961036
WEE2	0.0185161034752496	4.14368548308873	0.014937799743393	0.902724556345712	0.961343034030498
CPNE7	0.0302128190704243	4.15443766580966	0.0149089130441382	0.902818190483571	0.96138494497956
PGBD5	-0.00737462845062765	7.31556376049229	0.0147999926017519	0.90317207883408	0.961703971402503
PRIMA1	-0.0283983879921821	4.30832077187761	0.014703493057084	0.903486716672592	0.961981167761042
RAB6A	-0.00941060828753331	5.63891596199993	0.0145410974234323	0.904018583787669	0.962489610245684
INHBE	0.02026665902098	4.42265366932962	0.0145059921080701	0.904133953806407	0.962554582546077
ADGRE5	-0.0137979561752018	4.97555831161135	0.0144688992194233	0.904256009766862	0.962626664562487
